"TeamID","SEASON","LeagueID","PLAYER","NUM","POSITION","HEIGHT","WEIGHT","BIRTH_DATE","AGE","EXP","SCHOOL","PLAYER_ID"
"1610612754","2018","00","Darren Collison","2","G","6-0","175","AUG 23, 1987","31","9","UCLA","201954"
"1610612754","2018","00","Aaron Holiday","3","G","6-1","185","SEP 30, 1996","22","R","UCLA","1628988"
"1610612754","2018","00","Victor Oladipo","4","G","6-4","210","MAY 04, 1992","27","5","Indiana","203506"
"1610612754","2018","00","Edmond Sumner","5","G","6-6","176","DEC 31, 1995","23","1","Xavier","1628410"
"1610612754","2018","00","Cory Joseph","6","G","6-3","193","AUG 20, 1991","27","7","Texas","202709"
"1610612754","2018","00","Kyle O'Quinn","10","C","6-10","250","MAR 26, 1990","29","6","Norfolk State","203124"
"1610612754","2018","00","Domantas Sabonis","11","F","6-11","240","MAY 03, 1996","23","2","Gonzaga","1627734"
"1610612754","2018","00","Doug McDermott","20","F","6-8","225","JAN 03, 1992","27","4","Creighton","203926"
"1610612754","2018","00","Thaddeus Young","21","F","6-8","221","JUN 21, 1988","31","11","Georgia Tech","201152"
"1610612754","2018","00","TJ Leaf","22","F","6-10","225","APR 30, 1997","22","1","UCLA","1628388"
"1610612754","2018","00","Wesley Matthews","23","G-F","6-5","220","OCT 14, 1986","32","9","Marquette","202083"
"1610612754","2018","00","Alize Johnson","24","F","6-9","212","APR 22, 1996","23","R","Missouri State","1628993"
"1610612754","2018","00","Davon Reed","32","G","6-5","208","JUN 11, 1995","24","1","Miami","1628432"
"1610612754","2018","00","Myles Turner","33","C-F","6-11","250","MAR 24, 1996","23","3","Texas","1626167"
"1610612754","2018","00","Bojan Bogdanovic","44","F","6-8","216","APR 18, 1989","30","4"," ","202711"
